id,title,genres,imdb_id,tmdb_id,year
2022,"Last Temptation of Christ, The",Drama,0095497,11051,1988
2023,"Godfather: Part III, The",Crime|Drama|Mystery|Thriller,0099674,242,1990
2024,"Rapture, The",Drama|Mystery,0102757,1411,1991
2025,Lolita,Drama|Romance,0119558,9769,1997
2026,Disturbing Behavior,Horror|Thriller,0134619,9424,1998
2027,Jane Austen's Mafia!,Comedy|Crime,0120741,9835,1998
2028,Saving Private Ryan,Action|Drama|War,0120815,857,1998
2032,"Barefoot Executive, The",Children|Comedy,0066811,20173,1971
2033,"Black Cauldron, The",Adventure|Animation|Children|Fantasy,0088814,10957,1985
2034,"Black Hole, The",Children|Sci-Fi,0078869,9570,1979
2035,Blackbeard's Ghost,Children|Comedy,0062737,16249,1968
2036,Blank Check,Children|Comedy,0109287,13962,1994
2037,Candleshoe,Adventure|Children|Comedy,0075807,14612,1977
2038,"Cat from Outer Space, The",Children|Comedy|Sci-Fi,0077305,19378,1978
2040,"Computer Wore Tennis Shoes, The",Children|Comedy,0065566,29228,1969
2041,Condorman,Action|Adventure|Children|Comedy,0082199,19379,1981
2042,D2: The Mighty Ducks,Children|Comedy,0109520,11164,1994
2043,Darby O'Gill and the Little People,Adventure|Children|Fantasy,0052722,18887,1959
2044,"Devil and Max Devlin, The",Comedy|Fantasy,0082263,40866,1981
2046,Flight of the Navigator,Adventure|Children|Sci-Fi,0091059,10122,1986
2048,"Great Mouse Detective, The",Action|Animation|Children|Crime,0091149,9994,1986
2050,Herbie Goes Bananas,Adventure|Children|Comedy,0080861,12129,1980
2051,Herbie Goes to Monte Carlo,Adventure|Children|Comedy,0076137,14140,1977
2052,Hocus Pocus,Children|Comedy|Fantasy|Horror,0107120,10439,1993
2053,"Honey, I Blew Up the Kid",Children|Comedy|Sci-Fi,0104437,11158,1992
2054,"Honey, I Shrunk the Kids",Adventure|Children|Comedy|Fantasy|Sci-Fi,0097523,9354,1989
2055,Hot Lead and Cold Feet,Action|Comedy|Western,0077698,28736,1978
2056,In Search of the Castaways,Adventure|Children,0056095,34774,1962
2057,"Incredible Journey, The",Adventure|Children,0057180,37969,1963
2058,"Negotiator, The",Action|Crime|Drama|Mystery|Thriller,0120768,9631,1998
2059,"Parent Trap, The",Children|Comedy|Romance,0120783,9820,1998
2060,BASEketball,Comedy,0131857,14013,1998
2064,Roger & Me,Documentary,0098213,1779,1989
2065,"Purple Rose of Cairo, The",Comedy|Drama|Fantasy|Romance,0089853,10849,1985
2066,Out of the Past,Film-Noir,0039689,678,1947
2067,Doctor Zhivago,Drama|Romance|War,0059113,907,1965
2068,Fanny and Alexander (Fanny och Alexander),Drama|Fantasy|Mystery,0083922,5961,1982
2069,"Trip to Bountiful, The",Drama,0090203,47908,1985
2070,Tender Mercies,Drama|Romance|Western,0086423,42121,1983
2071,And the Band Played On,Drama,0106273,2887,1993
2072,"'burbs, The",Comedy,0096734,11974,1989
2073,Fandango,Comedy,0089126,20348,1985
2074,"Night Porter, The (Portiere di notte, Il)",Crime|Drama|Romance,0071910,26648,1974
2075,Mephisto,Drama|War,0082736,11911,1981
2076,Blue Velvet,Drama|Mystery|Thriller,0090756,793,1986
2077,"Journey of Natty Gann, The",Adventure|Children,0089385,35144,1985
2078,"Jungle Book, The",Animation|Children|Comedy|Musical,0061852,9325,1967
2080,Lady and the Tramp,Animation|Children|Comedy|Romance,0048280,10340,1955
2081,"Little Mermaid, The",Animation|Children|Comedy|Musical|Romance,0097757,10144,1989
2082,"Mighty Ducks, The",Children|Comedy,0104868,10414,1992
2083,"Muppet Christmas Carol, The",Children|Comedy|Musical,0104940,10437,1992
2084,Newsies,Children|Musical,0104990,15300,1992
2085,101 Dalmatians (One Hundred and One Dalmatians),Adventure|Animation|Children,0055254,12230,1961
2087,Peter Pan,Animation|Children|Fantasy|Musical,0046183,10693,1953
2088,Popeye,Adventure|Comedy|Musical,0081353,11335,1980
2089,"Rescuers Down Under, The",Adventure|Animation|Children,0100477,11135,1990
2090,"Rescuers, The",Adventure|Animation|Children|Crime|Drama,0076618,11319,1977
2091,Return from Witch Mountain,Children|Sci-Fi,0078158,14822,1978
2092,"Return of Jafar, The",Adventure|Animation|Children|Fantasy|Musical|Romance,0107952,15969,1994
2093,Return to Oz,Adventure|Children|Fantasy,0089908,13155,1985
2094,"Rocketeer, The",Action|Adventure|Sci-Fi,0102803,10249,1991
2095,"Shaggy D.A., The",Children|Comedy,0075200,15943,1976
2096,Sleeping Beauty,Animation|Children|Musical,0053285,10882,1959
2097,Something Wicked This Way Comes,Children|Drama|Fantasy|Mystery|Thriller,0086336,24808,1983
2098,Son of Flubber,Children|Comedy,0057518,19762,1963
2099,Song of the South,Adventure|Animation|Children|Musical,0038969,13850,1946
2100,Splash,Comedy|Fantasy|Romance,0088161,2619,1984
2102,Steamboat Willie,Animation|Children|Comedy|Musical,0019422,53565,1928
2103,Tall Tale,Adventure|Children|Fantasy|Western,0111359,41841,1995
2104,Tex,Drama,0084783,27332,1982
2105,Tron,Action|Adventure|Sci-Fi,0084827,97,1982
2106,Swing Kids,Drama|War,0108265,10419,1993
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode),Horror|Thriller,0120694,11675,1998
2108,L.A. Story,Comedy|Romance,0102250,2107,1991
2109,"Jerk, The",Comedy,0079367,6471,1979
2110,Dead Men Don't Wear Plaid,Comedy|Crime|Thriller,0083798,9442,1982
2111,"Man with Two Brains, The",Comedy,0085894,11591,1983
2112,Grand Canyon,Crime|Drama,0101969,13697,1991
2114,"Outsiders, The",Drama,0086066,227,1983
2115,Indiana Jones and the Temple of Doom,Action|Adventure|Fantasy,0087469,87,1984
2116,"Lord of the Rings, The",Adventure|Animation|Children|Fantasy,0077869,123,1978
2117,1984 (Nineteen Eighty-Four),Drama|Sci-Fi,0087803,9314,1984
2118,"Dead Zone, The",Thriller,0085407,11336,1983
2119,Maximum Overdrive,Horror,0091499,9980,1986
2120,Needful Things,Drama|Horror,0107665,10657,1993
2121,Cujo,Horror|Thriller,0085382,10489,1983
2122,Children of the Corn,Horror|Thriller,0087050,10823,1984
2123,All Dogs Go to Heaven,Animation|Children|Comedy|Drama|Fantasy,0096787,11497,1989
2124,"Addams Family, The",Children|Comedy|Fantasy,0101272,2907,1991
2125,Ever After: A Cinderella Story,Comedy|Drama|Romance,0120631,9454,1998
2126,Snake Eyes,Action|Crime|Mystery|Thriller,0120832,8688,1998
2130,Atlantic City,Crime|Drama|Romance,0080388,23954,1980
2131,Autumn Sonata (Höstsonaten),Drama,0077711,12761,1978
2132,Who's Afraid of Virginia Woolf?,Drama,0061184,396,1966
2133,Adventures in Babysitting,Adventure|Comedy,0092513,14367,1987
2134,Weird Science,Comedy|Fantasy|Sci-Fi,0090305,11814,1985
2135,Doctor Dolittle,Adventure|Children|Musical,0061584,16081,1967
2136,"Nutty Professor, The",Comedy|Sci-Fi,0057372,18331,1963
2137,Charlotte's Web,Animation|Children,0070016,15171,1973
2138,Watership Down,Adventure|Animation|Children|Drama|Fantasy,0078480,11837,1978
2139,"Secret of NIMH, The",Adventure|Animation|Children|Drama,0084649,11704,1982
2140,"Dark Crystal, The",Adventure|Fantasy,0083791,11639,1982
2141,"American Tail, An",Adventure|Animation|Children|Comedy,0090633,4978,1986
2142,"American Tail: Fievel Goes West, An",Adventure|Animation|Children|Musical|Western,0101329,10380,1991
2143,Legend,Adventure|Fantasy|Romance,0089469,11976,1985
2144,Sixteen Candles,Comedy|Romance,0088128,15144,1984
2145,Pretty in Pink,Comedy|Drama|Romance,0091790,11522,1986
2146,St. Elmo's Fire,Drama|Romance,0090060,11557,1985
2147,"Clan of the Cave Bear, The",Adventure|Drama|Fantasy,0090848,13853,1986
2148,House,Comedy|Fantasy|Horror,0091223,11415,1986
2149,House II: The Second Story,Comedy|Fantasy|Horror,0093220,37530,1987
2150,"Gods Must Be Crazy, The",Adventure|Comedy,0080801,8393,1980
2151,"Gods Must Be Crazy II, The",Comedy,0097443,11937,1989
2152,Air Bud: Golden Receiver,Children|Comedy,0140796,21661,1998
2153,"Avengers, The",Action|Adventure,0118661,9320,1998
2154,How Stella Got Her Groove Back,Drama|Romance,0120703,33644,1998
2155,"Slums of Beverly Hills, The",Comedy|Drama,0120831,14662,1998
2156,"Best Man, The (Testimone dello sposo, Il)",Comedy|Drama|Romance,0133413,125124,1998
2159,Henry: Portrait of a Serial Killer,Crime|Horror|Thriller,0099763,10692,1986
2160,Rosemary's Baby,Drama|Horror|Thriller,0063522,805,1968
2161,"NeverEnding Story, The",Adventure|Children|Fantasy,0088323,34584,1984
2162,"NeverEnding Story II: The Next Chapter, The",Adventure|Children|Fantasy,0100240,34636,1990
2163,Attack of the Killer Tomatoes!,Comedy|Horror,0080391,2182,1978
2164,Surf Nazis Must Die,Action|Comedy|Drama|Horror,0094077,28070,1987
2165,Your Friends and Neighbors,Comedy|Drama,0119517,77469,1998
2166,Return to Paradise,Crime|Drama|Romance|Thriller,0124595,10278,1998
2167,Blade,Action|Horror|Thriller,0120611,36647,1998
2169,Dead Man on Campus,Comedy,0118301,14557,1998
2170,Wrongfully Accused,Action|Comedy,0120901,9417,1998
2171,Next Stop Wonderland,Comedy|Drama|Romance,0119778,41469,1998
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)",Comedy|Drama,0120692,19381,1998
2174,Beetlejuice,Comedy|Fantasy,0094721,4011,1988
2175,Déjà Vu,Drama|Romance,0119033,161795,1997
2176,Rope,Crime|Drama|Thriller,0040746,1580,1948
2177,Family Plot,Comedy|Thriller,0074512,5854,1976
2178,Frenzy,Thriller,0068611,573,1972
2179,Topaz,Thriller,0065112,2370,1969
2180,Torn Curtain,Thriller,0061107,5780,1966
2181,Marnie,Drama|Mystery|Romance|Thriller,0058329,506,1964
2182,"Wrong Man, The",Drama|Film-Noir|Thriller,0051207,22527,1956
2183,"Man Who Knew Too Much, The",Adventure|Drama|Mystery|Thriller,0049470,574,1956
2184,"Trouble with Harry, The",Comedy|Mystery,0048750,11219,1955
2185,I Confess,Thriller,0045897,30159,1953
2186,Strangers on a Train,Crime|Drama|Film-Noir|Thriller,0044079,845,1951
2187,Stage Fright,Mystery|Romance|Thriller,0042994,1978,1950
2188,54,Drama,0120577,3682,1998
2190,Why Do Fools Fall In Love?,Drama,0123324,46702,1998
2193,Willow,Action|Adventure|Fantasy,0096446,847,1988
2194,"Untouchables, The",Action|Crime|Drama,0094226,117,1987
2195,Dirty Work,Comedy,0120654,14577,1998
2196,Knock Off,Action,0120724,37498,1998
2201,"Paradine Case, The",Drama,0039694,31667,1947
2202,Lifeboat,Drama|War,0037017,13321,1944
2203,Shadow of a Doubt,Crime|Drama|Thriller,0036342,21734,1943
2204,Saboteur,Mystery|Thriller,0035279,31997,1942
2205,Mr. & Mrs. Smith,Comedy|Romance,0033922,24197,1941
2206,Suspicion,Film-Noir|Mystery|Thriller,0034248,11462,1941
2207,Jamaica Inn,Drama,0031505,31995,1939
2208,"Lady Vanishes, The",Drama|Mystery|Thriller,0030341,940,1938
2210,Sabotage,Thriller,0028212,12684,1936
2211,Secret Agent,Thriller,0028231,2761,1936
2212,"Man Who Knew Too Much, The",Drama|Thriller,0025452,8208,1934
2226,"Ring, The",Drama,0018328,36056,1927
2227,"Lodger: A Story of the London Fog, The",Crime|Drama|Thriller,0017075,2760,1927
2231,Rounders,Drama,0128442,10220,1998
2232,Cube,Horror|Mystery|Sci-Fi|Thriller,0123755,431,1997
2236,Simon Birch,Drama,0124879,22796,1998
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),Comedy|Drama,0073817,37916,1975
2240,My Bodyguard,Drama,0081207,21873,1980
2241,Class,Comedy,0085346,21500,1983
2243,Broadcast News,Comedy|Drama|Romance,0092699,12626,1987
2244,"Allnighter, The",Comedy|Romance,0092537,37818,1987
2245,Working Girl,Comedy|Drama|Romance,0096463,3525,1988
2247,Married to the Mob,Comedy,0095593,2321,1988
2248,Say Anything...,Comedy|Drama|Romance,0098258,2028,1989
2249,My Blue Heaven,Comedy,0100212,16384,1990
2252,Hero,Comedy|Drama,0104412,10699,1992
2253,Toys,Comedy|Fantasy,0105629,11597,1992
2255,Young Doctors in Love,Comedy,0084938,47947,1982
2256,Parasite,Horror|Sci-Fi,0084472,48311,1982
2257,No Small Affair,Comedy|Romance,0087810,44772,1984
2259,Blame It on Rio,Comedy|Romance,0086973,14347,1984
2260,Wisdom,Crime|Drama,0092225,41090,1986
2261,One Crazy Summer,Comedy,0091680,18282,1986
2262,About Last Night...,Comedy|Drama|Romance,0090583,18169,1986
2263,"Seventh Sign, The",Drama|Fantasy|Thriller,0096073,11082,1988
2264,We're No Angels,Comedy|Crime,0098625,5971,1989
2265,Nothing But Trouble,Adventure|Comedy,0102558,11933,1991
2266,"Butcher's Wife, The",Comedy|Romance,0101523,20096,1991
2267,Mortal Thoughts,Mystery|Thriller,0102469,30815,1991
2268,"Few Good Men, A",Crime|Drama|Thriller,0104257,881,1992
2269,Indecent Proposal,Drama|Romance,0107211,4478,1993
2271,Permanent Midnight,Drama,0120788,22318,1998
2272,One True Thing,Drama,0120776,53113,1998
2273,Rush Hour,Action|Comedy|Crime|Thriller,0120812,2109,1998
2275,Six-String Samurai,Action|Adventure|Sci-Fi,0118736,24746,1998
2278,Ronin,Action|Crime|Thriller,0122690,8195,1998
2279,Urban Legend,Horror|Thriller,0146336,9877,1998
2280,Clay Pigeons,Crime,0118863,26618,1998
2281,Monument Ave.,Action|Crime|Drama,0119802,21132,1998
2282,Pecker,Comedy|Drama,0126604,11855,1998
2283,"Sheltering Sky, The",Drama,0100594,24016,1990
2286,"Fiendish Plot of Dr. Fu Manchu, The",Comedy,0080731,3486,1980
2287,Them!,Horror|Sci-Fi|Thriller,0047573,11071,1954
2288,"Thing, The",Action|Horror|Sci-Fi|Thriller,0084787,1091,1982
2289,"Player, The",Comedy|Crime|Drama,0105151,10403,1992
2290,Stardust Memories,Comedy|Drama,0081554,11337,1980
2291,Edward Scissorhands,Drama|Fantasy|Romance,0099487,162,1990
2292,Overnight Delivery,Comedy|Romance,0117276,25723,1998
2294,Antz,Adventure|Animation|Children|Comedy|Fantasy,0120587,8916,1998
2295,"Impostors, The",Comedy,0120823,28134,1998
2296,"Night at the Roxbury, A",Comedy,0120770,9429,1998
2297,What Dreams May Come,Adventure|Drama|Fantasy|Romance,0120889,12159,1998
2298,Strangeland,Thriller,0124102,27791,1998
2300,"Producers, The",Comedy,0063462,30197,1968
2301,History of the World: Part I,Comedy|Musical,0082517,10156,1981
2302,My Cousin Vinny,Comedy,0104952,10377,1992
2303,Nashville,Drama|Musical,0073440,3121,1975
2304,Love Is the Devil,Drama,0119577,4975,1998
2306,Holy Man,Comedy,0120701,9713,1998
2307,One Tough Cop,Action|Crime,0122642,134368,1998
2310,"Mighty, The",Drama,0119670,9821,1998
2311,2010: The Year We Make Contact,Sci-Fi,0086837,4437,1984
2312,Children of a Lesser God,Drama,0090830,1890,1986
2313,"Elephant Man, The",Drama,0080678,1955,1980
2314,Beloved,Drama,0120603,39437,1998
2315,Bride of Chucky (Child's Play 4),Comedy|Horror|Thriller,0144120,11932,1998
2316,Practical Magic,Drama|Fantasy|Mystery|Romance,0120791,6435,1998
2318,Happiness,Comedy|Drama,0147612,10683,1998
2320,Apt Pupil,Drama|Thriller,0118636,9445,1998
2321,Pleasantville,Comedy|Drama|Fantasy,0120789,2657,1998
2322,Soldier,Action|Sci-Fi|War,0120157,9425,1998
2323,"Cruise, The",Documentary,0150230,32326,1998
2324,Life Is Beautiful (La Vita è bella),Comedy|Drama|Romance|War,0118799,637,1997
2325,Orgazmo,Comedy,0124819,8675,1997
2327,Tales from the Darkside: The Movie,Fantasy|Horror|Thriller,0100740,20701,1990
2328,Vampires,Horror|Western,0120877,9945,1998
2329,American History X,Crime|Drama,0120586,73,1998
2330,Hands on a Hard Body,Comedy|Documentary,0116481,18603,1996
2331,Living Out Loud,Comedy|Drama|Romance,0120722,46889,1998
2332,Belly,Crime|Drama,0158493,12888,1998
2333,Gods and Monsters,Drama,0120684,3033,1998
2334,"Siege, The",Action|Thriller,0133952,9882,1998
2335,"Waterboy, The",Comedy,0120484,10663,1998
2336,Elizabeth,Drama,0127536,4518,1998
2337,Velvet Goldmine,Drama,0120879,1808,1998
2338,I Still Know What You Did Last Summer,Horror|Mystery|Thriller,0130018,3600,1998
2339,I'll Be Home For Christmas,Comedy|Romance,0155753,17037,1998
2340,Meet Joe Black,Romance,0119643,297,1998
2342,Hard Core Logo,Comedy|Drama,0116488,21589,1996
2344,Runaway Train,Action|Adventure|Drama|Thriller,0089941,11893,1985
2346,"Stepford Wives, The",Mystery|Sci-Fi|Thriller,0073747,12223,1975
2347,"Pope of Greenwich Village, The",Drama,0087932,32081,1984
2348,Sid and Nancy,Drama,0091954,14924,1986
2349,Mona Lisa,Comedy|Thriller,0091538,10002,1986
2350,Heart Condition,Comedy,0099750,41817,1990
2351,"Nights of Cabiria (Notti di Cabiria, Le)",Drama,0050783,19426,1957
2352,"Big Chill, The",Comedy|Drama,0085244,12560,1983
2353,Enemy of the State,Action|Thriller,0120660,9798,1998
2354,"Rugrats Movie, The",Animation|Children|Comedy,0134067,14444,1998
2355,"Bug's Life, A",Adventure|Animation|Children|Comedy,0120623,9487,1998
2356,Celebrity,Comedy,0120533,9466,1998
2357,Central Station (Central do Brasil),Drama,0140888,666,1998
2358,Savior,Drama|War,0120070,2042,1998
2359,Waking Ned Devine (a.k.a. Waking Ned),Comedy,0166396,10162,1998
2360,"Celebration, The (Festen)",Drama,0154420,309,1998
2361,Pink Flamingos,Comedy,0069089,692,1972
2362,Glen or Glenda,Drama,0045826,24018,1953
2363,Godzilla (Gojira),Drama|Horror|Sci-Fi,0047034,1678,1954
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The)",Action|Horror|Sci-Fi|Thriller,0087344,39256,1984
2365,King Kong vs. Godzilla (Kingukongu tai Gojira),Action|Sci-Fi,0056142,1680,1962
2366,King Kong,Action|Adventure|Fantasy|Horror,0024216,244,1933
2367,King Kong,Adventure|Fantasy|Romance|Sci-Fi|Thriller,0074751,10730,1976
2368,King Kong Lives,Adventure|Sci-Fi,0091344,31947,1986
2369,Desperately Seeking Susan,Comedy|Drama|Romance,0089017,8130,1985
2370,"Emerald Forest, The",Action|Adventure|Drama,0089087,11532,1985
2371,Fletch,Comedy|Crime|Mystery,0089155,9749,1985
2372,Fletch Lives,Comedy,0097366,14628,1989
2373,Red Sonja,Action|Adventure|Fantasy,0089893,9626,1985
2374,Gung Ho,Comedy|Drama,0091159,13698,1986
2375,"Money Pit, The",Comedy,0091541,10466,1986
2376,"View to a Kill, A",Action|Adventure|Thriller,0090264,707,1985
2377,Lifeforce,Horror|Sci-Fi,0089489,11954,1985
2378,Police Academy,Comedy|Crime,0087928,9336,1984
2379,Police Academy 2: Their First Assignment,Comedy|Crime,0089822,10157,1985
2380,Police Academy 3: Back in Training,Comedy|Crime,0091777,12118,1986
2381,Police Academy 4: Citizens on Patrol,Comedy|Crime,0093756,10587,1987
2382,Police Academy 5: Assignment: Miami Beach,Comedy|Crime,0095882,11825,1988
2383,Police Academy 6: City Under Siege,Comedy|Crime,0098105,11895,1989
2384,Babe: Pig in the City,Adventure|Children|Drama,0120595,9447,1998
2385,Home Fries,Comedy|Romance,0119304,12257,1998
2387,Very Bad Things,Comedy|Crime,0124198,10029,1998
2388,Steam: The Turkish Bath (Hamam),Drama|Romance,0119248,27104,1997
2389,Psycho,Crime|Horror|Thriller,0155975,11252,1998
2390,Little Voice,Comedy,0147004,8545,1998
2391,"Simple Plan, A",Crime|Drama|Thriller,0120324,10223,1998
2392,Jack Frost,Children|Comedy|Drama,0141109,9745,1998
2393,Star Trek: Insurrection,Action|Drama|Romance|Sci-Fi,0120844,200,1998
2394,"Prince of Egypt, The",Animation|Musical,0120794,9837,1998
2395,Rushmore,Comedy|Drama,0128445,11545,1998
2396,Shakespeare in Love,Comedy|Drama|Romance,0138097,1934,1998
2398,Miracle on 34th Street,Comedy|Drama,0039628,11881,1947
2399,Santa Claus: The Movie,Adventure|Children|Fantasy,0089961,13764,1985
2400,Prancer,Children|Drama|Fantasy,0098115,24951,1989
2401,Pale Rider,Western,0089767,8879,1985
2402,Rambo: First Blood Part II,Action|Adventure|Thriller,0089880,1369,1985
2403,First Blood (Rambo: First Blood),Action|Adventure|Drama|Thriller,0083944,1368,1982
2404,Rambo III,Action|Adventure|Thriller|War,0095956,1370,1988
2405,"Jewel of the Nile, The",Action|Adventure|Comedy|Romance,0089370,10303,1985
2406,Romancing the Stone,Action|Adventure|Comedy|Romance,0088011,9326,1984
2407,Cocoon,Comedy|Sci-Fi,0088933,10328,1985
2408,Cocoon: The Return,Comedy|Sci-Fi,0094890,11285,1988
2409,Rocky II,Action|Drama,0079817,1367,1979
2410,Rocky III,Action|Drama,0084602,1371,1982
2411,Rocky IV,Action|Drama,0089927,1374,1985
2412,Rocky V,Action|Drama,0100507,1375,1990
2413,Clue,Comedy|Crime|Mystery|Thriller,0088930,15196,1985
2414,Young Sherlock Holmes,Action|Adventure|Children|Fantasy|Mystery|Thriller,0090357,11904,1985
2415,Violets Are Blue...,Drama|Romance,0092173,215875,1986
2416,Back to School,Comedy,0090685,15596,1986
2417,Heartburn,Comedy|Drama,0091188,13818,1986
2418,Nothing in Common,Comedy,0091653,29968,1986
2419,Extremities,Drama|Thriller,0091024,44326,1986
2420,"Karate Kid, The",Drama,0087538,1885,1984
2421,"Karate Kid, Part II, The",Action|Adventure|Drama,0091326,8856,1986
2422,"Karate Kid, Part III, The",Action|Adventure|Children|Drama,0097647,10495,1989
2423,Christmas Vacation (National Lampoon's Christmas Vacation),Comedy,0097958,5825,1989
2424,You've Got Mail,Comedy|Romance,0128853,9489,1998
2425,"General, The",Crime,0120706,16885,1998
2427,"Thin Red Line, The",Action|Drama|War,0120863,8741,1998
2428,"Faculty, The",Horror|Sci-Fi,0133751,9276,1998
2429,Mighty Joe Young,Action|Adventure|Drama|Fantasy|Thriller,0120751,9822,1998
2430,Mighty Joe Young,Adventure|Children|Drama,0041650,39314,1949
2431,Patch Adams,Comedy|Drama,0129290,10312,1998
2432,Stepmom,Drama,0120686,9441,1998
2433,"Civil Action, A",Drama,0120633,9422,1998
2435,Hurlyburly,Drama,0119336,24525,1998
2436,Tea with Mussolini,Comedy|Drama|War,0120857,10368,1999
2439,Affliction,Drama,0118564,31662,1997
2442,Hilary and Jackie,Drama,0150915,46992,1998
2443,Playing by Heart,Drama|Romance,0145734,825,1998
2445,At First Sight,Drama,0132512,15556,1999
2446,In Dreams,Horror|Thriller,0120710,28902,1999
2447,Varsity Blues,Comedy|Drama,0139699,14709,1999
2448,Virus,Horror|Sci-Fi,0120458,9423,1999
2450,Howard the Duck,Adventure|Comedy|Sci-Fi,0091225,10658,1986
2451,"Gate, The",Horror,0093075,6917,1987
2453,"Boy Who Could Fly, The",Drama|Fantasy,0090768,24086,1986
2454,"Fly, The",Horror|Mystery|Sci-Fi,0051622,11815,1958
2455,"Fly, The",Drama|Horror|Sci-Fi|Thriller,0091064,9426,1986
2456,"Fly II, The",Horror|Sci-Fi,0097368,10344,1989
2457,Running Scared,Action|Comedy,0091875,15698,1986
2458,Armed and Dangerous,Comedy|Crime,0090660,2620,1986
2459,"Texas Chainsaw Massacre, The",Horror,0072271,30497,1974
2460,"Texas Chainsaw Massacre 2, The",Horror,0092076,16337,1986
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre),Horror,0110978,16780,1994
2463,Ruthless People,Comedy,0091877,12151,1986
2465,Deadly Friend,Horror,0090917,33278,1986
2467,"Name of the Rose, The (Name der Rose, Der)",Crime|Drama|Mystery|Thriller,0091605,192,1986
2468,Jumpin' Jack Flash,Action|Comedy|Romance|Thriller,0091306,10945,1986
2469,Peggy Sue Got Married,Comedy|Drama,0091738,10013,1986
2470,Crocodile Dundee,Adventure|Comedy,0090555,9671,1986
2471,Crocodile Dundee II,Action|Adventure|Comedy,0092493,9396,1988
2472,Tough Guys,Comedy,0092105,11038,1986
2473,Soul Man,Comedy,0091991,12278,1986
2474,"Color of Money, The",Drama,0090863,11873,1986
2475,52 Pick-Up,Action|Mystery|Thriller,0090567,18588,1986
2476,Heartbreak Ridge,Action|War,0091187,10015,1986
2477,Firewalker,Adventure,0091055,12715,1986
2478,¡Three Amigos!,Comedy|Western,0092086,8388,1986
2481,My Name Is Joe,Drama|Romance,0151691,8129,1998
2482,Still Crazy,Comedy|Romance,0149151,1618,1998
2483,"Day of the Beast, The (Día de la Bestia, El)",Adventure|Comedy|Thriller,0112922,10722,1995
2485,She's All That,Comedy|Romance,0160862,10314,1999
2488,Peeping Tom,Drama|Horror|Thriller,0054167,11167,1960
2490,Payback,Action|Thriller,0120784,2112,1999
2491,Simply Irresistible,Comedy|Romance,0145893,16172,1999
2492,20 Dates,Comedy|Romance,0138987,111794,1998
2493,"Harmonists, The",Drama,0128133,9524,1997
2494,"Last Days, The",Documentary,0174852,20595,1998
2495,"Fantastic Planet, The (Planète sauvage, La)",Animation|Sci-Fi,0070544,16306,1973
2496,Blast from the Past,Comedy|Romance,0124298,11622,1999
2497,Message in a Bottle,Romance,0139462,10207,1999
2498,My Favorite Martian,Comedy|Sci-Fi,0120764,9849,1999
2500,Jawbreaker,Comedy,0155776,18892,1999
2501,October Sky,Drama,0132477,13466,1999
2502,Office Space,Comedy|Crime,0151804,1542,1999
2503,"Apple, The (Sib)",Drama,0156901,43978,1998
2504,200 Cigarettes,Comedy|Drama,0137338,15256,1999
2505,8MM,Drama|Mystery|Thriller,0134273,8224,1999
2506,"Other Sister, The",Comedy|Drama|Romance,0123209,18417,1999
2511,"Long Goodbye, The",Crime|Film-Noir,0070334,1847,1973
2512,"Ballad of Narayama, The (Narayama bushiko)",Drama,0084390,42113,1983
2513,Pet Sematary,Horror,0098084,8913,1989
2514,Pet Sematary II,Comedy|Horror,0105128,10906,1992
2515,Children of the Corn II: The Final Sacrifice,Horror,0106557,25748,1993
2516,Children of the Corn III,Horror,0109415,25749,1994
2517,Christine,Horror,0085333,8769,1983
2518,Night Shift,Comedy,0084412,14742,1982
2520,Airport,Drama,0065377,10671,1970
2521,Airport 1975,Action|Drama|Thriller,0071110,27932,1974
2522,Airport '77,Drama,0075648,7227,1977
2523,Rollercoaster,Drama|Thriller,0076636,10670,1977
2524,"Towering Inferno, The",Action|Adventure|Drama|Thriller,0072308,5919,1974
2525,Alligator,Action|Horror|Sci-Fi,0080354,33518,1980
2526,Meteor,Sci-Fi,0079550,40160,1979
2527,Westworld,Action|Sci-Fi|Thriller|Western,0070909,2362,1973
2528,Logan's Run,Action|Adventure|Sci-Fi,0074812,10803,1976
2529,Planet of the Apes,Action|Drama|Sci-Fi,0063442,871,1968
2530,Beneath the Planet of the Apes,Action|Sci-Fi,0065462,1685,1970
2531,Battle for the Planet of the Apes,Action|Sci-Fi,0069768,1705,1973
2532,Conquest of the Planet of the Apes,Action|Sci-Fi,0068408,1688,1972
2533,Escape from the Planet of the Apes,Action|Sci-Fi,0067065,1687,1971
2534,Avalanche,Action,0077189,166680,1978
2535,Earthquake,Action|Drama|Thriller,0071455,11123,1974
2537,Beyond the Poseidon Adventure,Adventure,0078856,31638,1979
2538,Dancemaker,Documentary,0175550,113286,1998
2539,Analyze This,Comedy,0122933,9535,1999
2540,"Corruptor, The",Action|Crime|Drama|Thriller,0142192,9455,1999
2541,Cruel Intentions,Drama,0139134,796,1999
2542,"Lock, Stock & Two Smoking Barrels",Comedy|Crime|Thriller,0120735,100,1998
